time_s,Fp,F3,F4,Cz,T3,T4,O1,O2
1.148000,0.8047,-19.3119,1.3411,7.5996,38.9814,6.1691,-18.0602,1.6093
1.152000,3.1292,-33.1700,-2.6822,8.1360,33.8852,2.8610,-20.4742,-5.7220
1.156000,18.4178,-36.6569,0.9835,6.9737,24.1399,-2.8610,-12.5170,-15.0204
1.160000,25.9280,-23.2458,10.7288,7.1526,16.8979,-5.7220,-8.6725,-18.7755
1.164000,27.7162,-15.2886,11.9805,0.2682,18.6861,4.3809,-6.2585,-11.9805
1.168000,22.9776,-16.1827,9.2089,-8.2254,21.6365,11.6229,-8.4937,-4.3809
1.172000,26.6433,-23.2458,7.8678,-12.6064,17.2555,16.4509,-3.6657,0.2682
1.176000,31.5607,-25.2128,12.2488,-10.1924,11.9805,17.2555,10.8182,2.2352
1.180000,29.4149,-20.7424,17.3450,-1.2517,14.3945,14.8416,17.0767,7.4208
1.184000,26.7327,-16.9873,21.7259,2.7716,21.2789,19.4907,11.7123,11.9805
1.188000,25.6598,-24.4081,11.4441,0.2682,23.8717,16.0933,7.5102,20.1166
1.192000,26.3751,-31.3818,2.5928,4.0233,20.1166,6.0797,8.5831,14.5733
1.196000,35.2263,-35.9416,4.9174,12.6064,10.2818,-3.3975,13.3216,7.0632
1.200000,42.8259,-25.0340,-0.6258,0.5364,6.7949,-3.5763,10.3712,10.8182
1.204000,46.3128,-23.6928,-6.2585,-8.2254,9.7454,7.7784,9.3877,19.4013
1.208000,42.9153,-28.9679,-7.5996,-17.6132,6.8843,13.4110,15.1992,24.0505
1.212000,40.6802,-28.3420,-6.7949,-22.3517,-2.7716,11.5335,25.8386,23.3352
1.216000,34.7793,-21.7259,-1.3411,-21.5471,5.9903,12.3382,24.8551,32.0077
1.220000,29.5043,-16.0933,1.0729,-24.4975,18.2390,21.9941,20.9212,36.8357
1.224000,21.1895,-18.6861,-5.6326,-18.9543,26.1962,29.8619,12.5170,41.3060
1.228000,22.6200,-29.5937,-9.7454,-14.0369,22.2623,22.8882,12.6958,32.7229
1.232000,20.6530,-36.7463,-9.3877,-4.5598,22.5306,7.6890,13.0534,21.6365
1.236000,17.0767,-33.1700,-10.4606,-0.6258,20.8318,-6.0797,7.4208,14.8416
1.240000,17.0767,-27.6268,-13.9475,0.0894,29.6831,-13.8581,-1.9670,17.7026
1.244000,18.4178,-24.4975,-19.0437,-3.3975,32.0971,-11.2653,-6.3479,25.8386
1.248000,20.7424,-18.8649,-21.7259,-5.0962,23.4246,-11.5335,-0.7153,30.4878
1.252000,23.4246,-18.7755,-16.0933,-2.6822,13.6793,-13.7687,6.7055,24.4081
1.256000,15.1992,-8.3148,-9.5665,4.5598,16.3615,-17.6132,2.5034,24.4081
1.260000,5.5432,-0.8047,-5.4538,10.6394,24.4975,-6.5267,2.5928,30.9348
1.264000,2.9504,5.2750,-6.9737,10.4606,31.1136,-0.4470,7.2420,37.5509
1.268000,5.6326,-3.3081,-5.9903,19.4013,28.9679,2.3246,16.9873,41.5742
1.272000,6.4373,-7.4208,0.5364,30.3090,25.5704,-9.6560,17.7920,32.3653
1.276000,-0.8047,-1.9670,0.0000,35.7628,22.6200,-16.0038,11.3547,28.9679
1.280000,-1.6987,-2.3246,-6.6161,40.2331,27.8950,-17.9708,2.3246,26.3751
1.284000,3.2187,-4.7386,-12.3382,36.1204,27.0009,-11.0865,0.7153,24.9445
1.288000,9.1195,-11.8017,-10.2818,35.4052,17.0767,-5.3644,4.5598,22.9776
1.292000,12.6958,-11.8017,-5.8115,31.7395,6.7949,-11.8911,4.4703,10.3712
1.296000,11.1759,-6.6161,-2.9504,23.7823,3.0398,-10.8182,7.6890,5.4538
1.300000,0.0000,0.8047,-3.3081,6.1691,7.5102,11.2653,3.3975,17.5238
1.304000,3.0398,-5.8115,8.4043,5.9009,10.3712,20.6530,16.4509,19.2225
1.308000,0.5364,-15.8250,19.1331,10.5500,7.5996,19.7589,21.0106,6.8843
1.312000,-6.8843,-17.0767,20.8318,10.3712,6.2585,12.8746,12.7852,-3.2187
1.316000,-12.1593,-20.3848,22.3517,7.8678,16.0038,11.8017,2.4140,-7.9572
1.320000,-10.9971,-29.2361,16.8979,2.3246,25.9280,14.4839,-5.9009,-7.9572
1.324000,2.8610,-38.0874,15.2886,-0.4470,21.3683,13.4110,-3.3975,-13.0534
1.328000,14.0369,-39.6967,17.3450,-2.3246,11.0865,4.3809,0.3576,-23.5140
1.332000,20.4742,-35.7628,17.8814,-3.3081,3.5763,-5.7220,-0.0000,-29.8619
1.336000,19.9378,-31.0242,13.5899,-16.8085,5.7220,-5.8115,-6.1691,-22.5306
1.340000,22.1729,-28.1632,14.3051,-24.2293,2.5034,-0.9835,-5.6326,-11.8911
1.344000,28.3420,-28.1632,19.5801,-24.6763,-2.5034,2.6822,5.6326,-3.5763
1.348000,27.9844,-28.1632,24.2293,-19.3119,-3.3081,0.0894,17.2555,0.3576
1.352000,20.5636,-24.0505,22.9776,-15.8250,-1.0729,-0.8941,14.6627,-5.0962
1.356000,13.7687,-20.1166,14.5733,-13.0534,8.4043,-3.9339,7.4208,-2.1458
1.360000,16.4509,-20.5636,5.7220,-12.6064,15.8250,1.6093,1.8775,2.8610
1.364000,24.0505,-20.7424,1.8775,-2.8610,13.4110,2.5034,6.0797,1.3411
1.368000,28.6996,-22.7988,-0.8941,2.1458,8.3148,-7.9572,8.8513,-1.6987
1.372000,27.8950,-16.0038,-5.9903,1.6093,5.5432,-22.9776,5.5432,-9.4771
1.376000,25.3022,-11.6229,-14.4839,-3.0398,8.5831,-24.9445,-6.5267,-6.9737
1.380000,26.3751,-11.5335,-18.5072,-9.7454,10.8182,-16.0933,-11.8017,3.4869
1.384000,28.1632,-2.6822,-19.5801,-13.3216,5.0962,-8.2254,-8.9407,11.6229
1.388000,20.7424,-2.5928,-10.2818,-12.8746,-2.0564,-8.1360,-3.1292,10.5500
1.392000,9.7454,-1.7881,-7.1526,-8.3148,0.0894,-10.6394,-3.9339,7.0632
1.396000,0.2682,0.0894,-7.5102,-6.7055,6.7949,-5.2750,-8.4937,5.4538
1.400000,0.5364,-9.3877,-4.9174,-1.5199,20.9212,1.4305,-11.8911,9.6560
1.404000,2.9504,-9.1195,3.4869,12.2488,24.3187,-0.5364,-0.8941,-0.9835
1.408000,3.0398,-10.1924,4.3809,14.7521,28.6996,-12.6064,-6.8843,-11.8017
1.412000,0.8047,-3.7551,-1.4305,9.2089,30.5772,-23.0670,-19.1331,-20.9212
1.416000,8.8513,2.1458,-3.2187,4.8280,29.5937,-24.7657,-25.2128,-18.5966
1.420000,19.8483,2.2352,4.2915,3.9339,19.7589,-27.2691,-26.9115,-14.8416
1.424000,23.3352,4.3809,14.1263,4.7386,10.7288,-24.8551,-19.5801,-16.7191
1.428000,14.0369,9.0301,16.4509,5.7220,9.4771,-29.4149,-11.8911,-20.2954
1.432000,5.4538,12.1593,16.9873,-0.6258,9.0301,-27.1797,-4.5598,-13.7687
1.436000,1.2517,10.9076,14.3051,-6.6161,11.4441,-18.6861,-4.2915,-4.6492
1.440000,4.9174,6.2585,23.5140,-1.8775,12.7852,-14.3945,0.3576,-0.2682
1.444000,6.2585,1.9670,32.1865,3.8445,8.7619,-15.9144,9.8348,-4.0233
1.448000,2.3246,2.9504,32.0077,16.1827,5.3644,-22.5306,13.9475,-9.5665
1.452000,1.4305,1.6987,21.7259,15.6462,11.2653,-21.6365,7.5102,-12.5170
1.456000,5.6326,4.7386,18.5072,9.7454,10.1924,-25.4810,-1.6093,-15.1992
1.460000,13.1428,3.9339,14.6627,9.1195,0.6258,-22.7094,-7.4208,-10.2818
1.464000,19.3119,2.8610,11.9805,8.1360,-7.0632,-24.6763,-3.1292,-15.0204
1.468000,14.5733,5.0962,11.2653,5.6326,-9.2983,-19.9378,3.5763,-18.0602
1.472000,8.7619,10.3712,1.4305,-5.8115,-9.3877,-16.7191,2.3246,-19.3119
1.476000,5.9009,16.8979,-5.7220,-15.0204,-10.9971,-10.2818,-6.4373,-8.8513
1.480000,8.7619,10.1030,3.3081,-23.7823,-17.7920,-3.2187,-1.6093,0.0000
1.484000,13.4110,5.0068,9.8348,-21.7259,-16.6297,-0.1788,7.8678,-1.9670
1.488000,10.0136,-0.9835,10.3712,-15.3780,-6.1691,-1.7881,17.0767,-15.0204
1.492000,2.5034,-5.5432,-0.8941,-7.6890,0.7153,-6.6161,18.9543,-26.1962
1.496000,8.8513,-11.8017,-16.1827,-14.7521,5.9903,-10.1924,9.0301,-27.2691
1.500000,29.4149,-18.8649,-19.6695,-22.6200,-0.1788,-28.4314,-1.6987,-30.2196
1.504000,25.7492,-9.2089,-31.1136,-7.0632,-1.5199,-27.8056,19.2225,-3.3081
1.508000,-0.8047,-28.5208,-10.4606,10.0136,20.5636,-5.0068,-6.7949,-38.8026
1.512000,38.2662,10.1924,-24.1399,-23.6034,-15.5568,-8.0466,-10.1924,-27.4479
1.516000,39.6073,-5.9903,-42.8259,-24.5869,12.4276,-9.4771,-11.5335,-5.4538
1.520000,15.2886,2.2352,-31.2030,-9.7454,-1.3411,-16.8085,-1.9670,-15.4674
1.524000,35.1369,24.4081,-32.7229,-8.3148,22.5306,-25.7492,7.9572,1.5199
1.528000,14.3051,-0.4470,-31.8289,-1.2517,20.2954,-4.2021,31.6501,8.6725
1.532000,12.6958,12.1593,-28.7890,1.6093,24.0505,-11.9805,-2.5928,1.0729
1.536000,25.7492,11.1759,-40.7696,-2.8610,26.6433,-26.9115,-3.1292,11.7123
1.540000,28.6996,5.8115,-45.6870,13.7687,21.1895,-21.2789,-6.1691,3.5763
1.544000,20.3848,6.5267,-44.4353,15.7356,22.1729,-28.3420,1.9670,-0.7153
1.548000,31.0242,15.8250,-54.8959,22.2623,23.6034,-29.8619,-8.8513,4.7386
1.552000,24.2293,15.5568,-65.5353,11.9805,18.9543,-25.8386,-25.0340,13.1428
1.556000,21.0106,13.5005,-57.3099,6.2585,17.3450,-22.7094,-27.7162,17.7026
1.560000,16.9873,13.7687,-47.5645,5.9009,5.3644,-21.4577,-24.1399,24.8551
1.564000,6.6161,14.8416,-43.5412,13.5899,15.0204,-6.6161,-9.0301,23.3352
1.568000,-4.7386,20.9212,-40.0543,14.3051,17.0767,2.0564,-8.5831,19.5801
1.572000,-8.9407,14.2157,-45.4187,12.9640,15.1098,0.3576,-16.6297,20.4742
1.576000,-7.9572,5.5432,-39.2497,9.2089,13.7687,-6.3479,-25.8386,18.9543
1.580000,-4.1127,-0.7153,-28.9679,17.7920,15.9144,-9.1195,-17.6132,6.4373
1.584000,-5.2750,2.2352,-25.6598,29.4149,21.3683,-11.9805,-10.6394,-6.7055
1.588000,-6.7055,9.1195,-23.8717,30.0407,30.0407,-7.0632,-16.8979,-11.7123
1.592000,-1.9670,10.8182,-32.4547,22.5306,23.9611,-5.1856,-32.1865,-17.1661
1.596000,5.6326,4.1127,-22.8882,9.9242,16.8979,-8.7619,-38.9814,-11.8911
1.600000,8.8513,7.9572,-0.8047,5.6326,6.0797,-0.8941,-22.2623,-13.4110
1.604000,4.0233,16.4509,4.8280,9.4771,7.9572,12.9640,-16.6297,-7.9572
1.608000,2.6822,15.1992,6.6161,9.1195,5.0962,12.6064,-21.0106,-0.8047
1.612000,1.6987,2.4140,12.8746,4.4703,-0.9835,9.5665,-16.0038,2.9504
1.616000,1.0729,-5.8115,19.1331,2.5034,-6.9737,6.5267,-6.8843,-0.8047
1.620000,0.8047,-7.8678,19.8483,14.6627,-0.8941,4.7386,12.3382,-5.9903
1.624000,1.7881,1.5199,12.6958,20.1166,2.9504,5.2750,16.0038,-12.4276
1.628000,5.3644,-1.4305,5.5432,19.2225,0.0000,4.2021,7.7784,-14.5733
1.632000,10.7288,-4.8280,-1.0729,6.4373,-9.8348,-5.3644,-0.4470,-10.8182
1.636000,14.1263,-6.9737,1.2517,-1.8775,-15.1992,-8.9407,-0.0894,-10.1030
1.640000,18.0602,-0.8047,0.3576,-7.2420,-12.8746,-9.0301,12.0699,-10.9076
1.644000,15.8250,5.9903,-5.8115,-8.8513,-11.8911,-0.1788,14.0369,-8.6725
1.648000,10.9971,13.0534,-7.0632,-11.4441,-14.6627,3.5763,8.4937,1.9670
1.652000,6.2585,5.9903,-7.3314,-21.1000,-20.1166,0.2682,-0.0894,9.0301
1.656000,5.2750,-6.2585,-2.1458,-25.1234,-20.0272,-1.4305,4.1127,8.5831
1.660000,4.4703,-8.3148,5.5432,-23.1564,-5.6326,-1.9670,10.6394,-0.3576
1.664000,0.8047,-4.2915,1.6987,-8.3148,6.9737,0.5364,14.2157,-5.0962
1.668000,2.3246,-1.0729,-5.9903,-4.6492,11.7123,-5.5432,5.2750,-8.6725
1.672000,3.3975,-11.6229,-9.7454,-15.0204,6.9737,-16.4509,-6.2585,-13.2322
1.676000,6.8843,-16.8085,-10.4606,-16.7191,7.0632,-26.5539,-11.5335,-14.8416
1.680000,10.1030,-3.6657,-10.4606,-12.2488,13.0534,-29.7725,-9.2983,-20.0272
1.684000,11.3547,14.1263,-14.1263,-4.9174,19.9378,-26.1962,-6.3479,-19.7589
1.688000,10.4606,22.1729,-17.6132,-11.1759,18.2390,-27.3585,-8.4937,-12.1593
1.692000,9.1195,21.9047,-18.4178,-14.9310,8.3148,-27.0903,-13.5899,-0.8941
1.696000,-0.1788,16.7191,-11.4441,-22.8882,5.8115,-24.0505,-8.2254,2.5034
1.700000,-15.5568,26.9115,-6.9737,-4.3809,21.8153,-12.4276,11.5335,-1.4305
1.704000,-16.0933,24.6763,-3.9339,7.0632,27.9844,-5.6326,13.1428,5.0962
1.708000,-11.8911,23.5140,-2.6822,10.8182,20.9212,-12.8746,8.4043,9.7454
1.712000,-11.9805,18.9543,-1.0729,8.9407,16.7191,-21.7259,6.7949,6.9737
1.716000,-15.1098,20.2060,-3.4869,12.5170,18.1496,-22.3517,7.2420,-2.0564
1.720000,-18.4178,27.4479,-6.7055,17.9708,20.9212,-15.1098,9.2089,-5.8115
1.724000,-16.0038,33.7958,-11.2653,20.5636,18.4178,-7.2420,-0.1788,-4.2021
1.728000,-12.9640,32.9018,-8.9407,11.8017,4.2915,-5.9009,-16.0933,1.3411
1.732000,-18.4178,28.4314,-4.7386,-2.5034,-1.9670,-7.5102,-17.8814,0.8047
1.736000,-23.6034,26.9115,-1.6987,-7.6890,1.3411,-3.5763,-9.8348,0.8047
1.740000,-30.0407,26.9115,0.8047,-3.3081,1.2517,12.5170,2.7716,-5.9009
1.744000,-35.4946,26.8221,4.1127,2.0564,0.8047,18.1496,3.3975,-3.7551
1.748000,-31.2030,14.0369,13.3216,2.8610,-1.5199,11.0865,-4.1127,-2.5928
1.752000,-27.0009,4.7386,18.2390,0.4470,-7.3314,3.9339,-6.0797,-9.8348
1.756000,-22.7094,-0.3576,20.1166,5.5432,-2.8610,-1.5199,-2.4140,-23.8717
1.760000,-16.1827,4.0233,13.5899,10.0136,-1.2517,-0.1788,4.5598,-34.1535
1.764000,-6.7949,5.5432,10.0136,14.2157,-2.0564,-2.9504,0.8941,-34.3323
1.768000,2.8610,1.3411,10.2818,1.4305,-10.9971,-12.6958,-7.3314,-25.3916
1.772000,6.7055,-4.3809,7.5996,-12.6064,-19.1331,-22.6200,-13.9475,-22.5306
1.776000,1.7881,-0.1788,10.4606,-22.0835,-14.3945,-22.6200,-10.9971,-19.4907
1.780000,-3.8445,6.1691,8.9407,-17.1661,-12.2488,-15.7356,-6.1691,-22.5306
1.784000,-6.0797,5.2750,8.1360,-11.8017,-13.1428,-9.3877,-5.3644,-15.0204
1.788000,-5.4538,-0.0894,6.6161,-14.3945,-15.1992,-14.8416,-7.2420,-6.9737
1.792000,-11.2653,-11.2653,6.9737,-16.6297,-15.2886,-23.8717,-4.4703,-2.5034
1.796000,-16.6297,-8.7619,8.2254,-6.9737,-5.9903,-28.4314,7.5996,-5.1856
1.800000,-16.0038,-4.3809,-7.2420,4.1127,-2.3246,-35.0475,18.5966,-18.8649
1.804000,-6.6161,-4.2915,-10.1030,3.5763,-2.3246,-41.1272,8.9407,-5.3644
1.808000,0.3576,-3.6657,-14.8416,-0.8047,-4.9174,-45.5976,2.9504,-0.7153
1.812000,-7.5102,0.8047,-14.5733,-8.1360,-6.7055,-46.9387,-0.8047,-2.9504
1.816000,-15.1992,11.5335,-20.1166,-5.9903,-10.1924,-42.2895,-4.9174,-9.4771
1.820000,-16.0933,10.9076,-23.4246,-8.4937,-6.7949,-35.8522,-12.3382,-1.7881
1.824000,-14.7521,9.5665,-23.6034,-9.1195,-4.3809,-34.0641,-23.9611,4.0233
1.828000,-15.1098,5.6326,-21.8153,-16.9873,7.3314,-33.9746,-26.1962,14.3945
1.832000,-16.8979,4.3809,-16.0933,-19.4907,17.0767,-29.3255,-23.8717,7.9572
1.836000,-19.3119,7.1526,-7.5102,-11.4441,22.4411,-21.4577,-16.3615,1.9670
1.840000,-18.3284,2.8610,-6.0797,-2.3246,29.5937,-24.1399,-16.5403,0.6258
1.844000,-10.6394,-0.0000,-7.5102,2.5928,30.8454,-27.4479,-23.9611,2.3246
1.848000,-5.8115,-5.0068,-9.2983,1.9670,31.4713,-30.3984,-33.5276,-0.0894
1.852000,-5.2750,1.2517,-7.3314,-0.8941,31.4713,-35.1369,-35.4946,-3.8445
1.856000,-7.1526,6.7949,-7.2420,9.1195,32.3653,-36.0310,-38.4450,-16.0038
1.860000,-3.9339,13.5899,-8.7619,14.9310,33.9746,-37.0145,-40.5908,-11.1759
1.864000,-2.5928,14.0369,-5.1856,8.2254,35.3158,-33.1700,-41.8425,-4.5598
1.868000,-2.5034,19.1331,1.7881,6.7949,27.8950,-28.8785,-41.8425,-0.4470
1.872000,-12.2488,23.0670,8.6725,3.5763,31.8289,-19.0437,-30.9348,0.3576
1.876000,-17.7026,24.4975,13.1428,12.0699,37.0145,-14.9310,-19.9378,-3.5763
1.880000,-16.8979,18.9543,18.0602,22.9776,35.8522,-11.6229,-13.6793,-4.0233
1.884000,-14.5733,14.6627,16.3615,26.9115,32.6335,-11.4441,-14.7521,1.3411
1.888000,-13.8581,12.5170,13.5005,25.8386,34.3323,-10.9971,-16.0933,-1.0729
1.892000,-17.0767,9.5665,13.0534,28.1632,31.7395,-11.7123,-9.1195,-11.0865
1.896000,-18.2390,12.6064,12.3382,29.6831,30.1301,-13.9475,-4.4703,-15.3780
1.900000,-7.4208,9.6560,-0.9835,24.4081,13.3216,-15.0204,-13.7687,-1.9670
1.904000,-3.4869,12.9640,-0.7153,11.0865,7.5996,-4.8280,-9.2983,7.5996
1.908000,-10.3712,15.2886,7.5102,1.3411,6.9737,8.2254,-1.6093,10.1030
1.912000,-15.2886,14.6627,8.3148,-3.3975,8.4043,13.5005,6.2585,1.5199
1.916000,-19.4013,4.9174,4.5598,-6.3479,4.8280,16.0038,4.2915,4.8280
1.920000,-14.7521,-3.6657,9.2089,-1.5199,0.4470,18.3284,5.1856,8.1360
1.924000,-9.6560,-12.1593,14.8416,3.2187,-2.2352,18.3284,7.1526,8.9407
1.928000,-5.9903,-15.3780,14.6627,-2.7716,-1.1623,18.8649,9.3877,1.7881
1.932000,-8.6725,-17.7026,10.4606,2.8610,4.6492,10.3712,10.5500,-13.1428
1.936000,-1.8775,-20.4742,0.4470,9.5665,3.9339,-0.8941,2.7716,-19.7589
1.940000,15.8250,-19.9378,-7.0632,9.2089,0.8941,-9.2983,1.5199,-12.7852
1.944000,28.8785,-13.5005,-7.9572,0.6258,-4.2021,-6.4373,1.0729,-10.8182
1.948000,29.0573,-9.3877,-6.0797,-2.8610,2.5928,-6.3479,7.5102,-11.1759
1.952000,26.4645,1.8775,-6.0797,-5.9903,6.5267,-4.1127,8.6725,-12.5170
1.956000,22.0835,7.5996,-5.9903,-1.5199,8.0466,-6.3479,10.9076,-4.2021
1.960000,19.5801,9.5665,-4.0233,5.9009,9.4771,-10.2818,10.8182,10.5500
1.964000,18.5072,8.4043,-1.8775,7.2420,10.9076,-8.3148,10.7288,20.5636
1.968000,16.2721,10.5500,0.8047,5.9903,18.0602,-7.0632,18.1496,17.0767
1.972000,2.8610,7.0632,-1.0729,11.7123,25.8386,-12.6064,20.0272,13.8581
1.976000,-3.4869,2.8610,-12.6958,21.7259,26.4645,-18.1496,16.6297,11.2653
1.980000,5.0068,-3.1292,-19.4907,30.4878,24.8551,-22.5306,7.0632,18.3284
1.984000,10.5500,-3.8445,-24.9445,22.4411,22.3517,-21.8153,1.9670,18.5966
1.988000,4.2915,2.5034,-24.4975,16.0038,26.0174,-19.3119,1.8775,14.2157
1.992000,-0.1788,8.0466,-27.9844,14.5733,29.0573,-18.6861,-2.7716,5.9903
1.996000,-0.8047,8.4043,-31.6501,18.5966,24.0505,-17.7920,-7.3314,11.1759
2.000000,-4.5598,7.0632,-20.1166,13.5005,20.0272,-2.7716,-15.1098,24.9445
2.004000,-13.5899,8.5831,-6.7055,12.4276,32.7229,7.5996,-6.5267,19.7589
2.008000,-23.1564,8.7619,-5.9009,16.8085,42.7365,9.5665,-0.7153,10.4606
2.012000,-24.8551,-0.1788,-10.9971,22.0835,47.0281,2.9504,-4.3809,6.8843
2.016000,-18.0602,-8.2254,-13.2322,27.3585,42.3789,-3.9339,-9.2983,10.8182
2.020000,-7.1526,-7.8678,-11.6229,25.4810,39.4285,-1.1623,-14.4839,2.5928
2.024000,-1.6987,-5.8115,-4.5598,25.5704,47.0281,1.7881,-13.5005,-6.7055
2.028000,-4.2915,-1.6093,-1.4305,27.4479,42.3789,4.4703,-10.8182,-17.7920
2.032000,-0.1788,-1.4305,-10.9971,27.7162,28.2526,2.5034,-13.8581,-21.0106
2.036000,3.4869,-1.6093,-13.8581,26.9115,14.5733,2.7716,-13.9475,-16.0933
2.040000,5.8115,3.6657,-3.6657,22.0835,12.1593,11.1759,-11.1759,-12.1593
2.044000,-4.8280,13.4110,9.2983,22.3517,14.0369,18.5966,-1.2517,-14.8416
2.048000,-11.8911,16.4509,18.2390,22.8882,11.5335,22.7094,11.7123,-19.3119
2.052000,-14.7521,11.1759,21.9047,28.5208,5.4538,15.8250,17.3450,-17.8814
2.056000,-10.3712,5.1856,15.6462,26.7327,-3.5763,9.3877,15.7356,-8.0466
2.060000,-6.7949,-0.9835,13.5005,28.9679,-0.8047,6.6161,16.1827,-7.8678
2.064000,-6.7949,2.2352,17.4344,27.0903,0.8941,9.2089,17.8814,-13.9475
2.068000,-8.4043,-1.4305,12.1593,31.2924,-0.3576,8.0466,20.3848,-20.8318
2.072000,-8.9407,-6.8843,2.5034,34.8687,-14.1263,2.7716,15.8250,-26.3751
2.076000,-0.8941,-5.9903,-5.1856,24.4081,-27.3585,-0.6258,4.4703,-20.6530
2.080000,-0.3576,-4.2915,-8.4937,13.4110,-29.7725,2.8610,4.3809,-20.0272
2.084000,-5.3644,7.1526,-0.8941,0.7153,-23.2458,10.8182,10.3712,-24.4081
2.088000,-11.5335,11.7123,1.5199,-3.3081,-23.9611,15.2886,17.4344,-26.1962
2.092000,-13.4110,12.2488,2.8610,-1.5199,-26.8221,12.6958,18.0602,-20.5636
2.096000,-11.8911,6.2585,0.0894,-3.9339,-28.6996,9.1195,13.8581,-14.0369
2.100000,-12.9640,0.5364,1.8775,-4.6492,-12.1593,2.2352,11.1759,-19.2225
2.104000,-5.3644,1.5199,5.7220,-0.1788,0.7153,3.7551,18.5966,-28.4314
2.108000,0.7153,-7.1526,2.3246,8.2254,-2.5928,-7.4208,10.9076,-31.0242
2.112000,7.5996,-13.6793,-6.0797,11.9805,-9.0301,-15.9144,0.0000,-28.7890
2.116000,11.0865,-11.0865,-6.4373,7.0632,-5.3644,-23.0670,-11.4441,-29.6831
2.120000,8.3148,4.7386,5.3644,-1.9670,2.0564,-17.8814,-9.1195,-31.5607
2.124000,8.8513,15.1992,11.8017,-0.5364,5.3644,-10.2818,-4.0233,-29.9513
2.128000,6.0797,21.9047,11.1759,-0.7153,0.0894,-13.8581,-5.9903,-26.2856
2.132000,4.4703,21.2789,10.3712,0.7153,-0.1788,-19.3119,-12.2488,-14.2157
2.136000,-1.2517,22.9776,15.2886,-1.2517,0.8047,-24.4975,-13.5005,-3.3081
2.140000,-9.8348,29.7725,18.7755,1.6093,13.8581,-21.0106,-10.1030,-4.0233
2.144000,-8.2254,34.2429,22.1729,12.8746,19.4013,-21.9047,-2.0564,-4.9174
2.148000,-5.3644,32.3653,14.4839,21.0106,18.4178,-28.8785,-5.0962,-4.8280
2.152000,-1.8775,22.5306,6.2585,24.0505,8.3148,-38.1768,-14.5733,-8.3148
2.156000,0.9835,20.1166,1.0729,21.7259,8.0466,-41.3954,-23.4246,-15.1992
2.160000,-5.2750,24.9445,4.2021,13.5005,9.4771,-33.7958,-23.0670,-24.9445
2.164000,-5.0068,35.7628,11.5335,3.7551,9.2089,-27.8056,-15.3780,-27.7162
2.168000,-6.3479,35.4946,15.0204,6.8843,0.6258,-20.0272,-14.1263,-31.0242
2.172000,-11.8911,31.0242,14.9310,3.3975,-10.0136,-21.7259,-22.5306,-24.9445
2.176000,-19.5801,30.0407,20.8318,-7.2420,-6.7949,-18.2390,-23.0670,-21.1895
2.180000,-26.3751,31.2030,33.0806,-10.4606,-1.4305,-9.7454,-17.2555,-21.4577
2.184000,-31.8289,33.4382,40.5908,-5.2750,4.4703,0.7153,-6.7055,-24.7657
2.188000,-25.3916,24.1399,41.1272,4.0233,4.4703,-0.0894,-6.1691,-24.2293
2.192000,-19.4907,10.9971,30.0407,10.6394,-2.1458,-5.9009,-17.5238,-24.6763
2.196000,-14.9310,2.8610,23.0670,9.6560,-5.8115,-10.8182,-22.7988,-26.9115
2.200000,-9.6560,9.5665,26.3751,1.4305,-2.4140,-7.5996,-9.8348,-47.8327
2.204000,-1.7881,13.5005,22.7094,4.0233,-3.5763,-8.3148,-7.9572,-42.9153
2.208000,7.5996,16.5403,18.5966,-0.0000,-16.4509,-9.5665,-12.0699,-35.3158
2.212000,2.8610,16.3615,20.8318,-7.5996,-20.1166,-9.7454,-10.7288,-38.1768
2.216000,0.0894,21.8153,23.3352,-16.8085,-15.7356,-7.2420,0.4470,-36.8357
2.220000,2.6822,27.0903,29.5937,-16.8085,-14.6627,1.4305,21.3683,-34.6899
2.224000,3.9339,25.5704,26.5539,-6.3479,-16.4509,2.2352,28.7890,-24.4975
2.228000,14.2157,12.5170,22.5306,0.2682,-18.5966,-4.0233,27.4479,-14.9310
2.232000,14.3051,6.4373,15.3780,2.7716,-27.1797,-15.9144,14.2157,-10.1924
2.236000,12.3382,1.4305,13.1428,1.7881,-24.8551,-23.2458,14.2157,-13.0534
2.240000,13.4110,1.6093,12.4276,5.9009,-20.7424,-23.6928,23.4246,-17.2555
2.244000,23.6928,-2.5928,4.0233,9.5665,-19.8483,-27.9844,18.1496,-12.7852
2.248000,31.5607,-1.3411,-11.2653,3.5763,-24.0505,-32.3653,7.6890,-6.7055
2.252000,30.0407,-0.2682,-21.5471,-8.8513,-27.5373,-33.2594,1.0729,-6.3479
2.256000,21.7259,5.0068,-20.1166,-20.7424,-25.6598,-33.2594,-2.0564,-7.4208
2.260000,15.3780,13.2322,-7.9572,-20.9212,-17.9708,-20.1166,6.3479,-7.7784
2.264000,12.4276,14.0369,-5.3644,-15.7356,-13.5005,-12.5170,10.9971,2.6822
2.268000,11.4441,8.5831,-11.0865,-16.1827,-12.1593,-15.6462,8.1360,12.6064
2.272000,7.1526,1.2517,-15.4674,-19.4013,-5.7220,-17.8814,2.4140,14.3945
2.276000,5.5432,5.9009,-12.0699,-17.3450,5.8115,-19.5801,3.6657,3.9339
2.280000,12.4276,4.6492,-8.2254,-11.8911,18.5072,-21.5471,8.3148,-3.3081
2.284000,18.2390,-3.5763,-7.9572,0.2682,21.8153,-26.2856,6.7949,2.1458
