time_s,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8
1.144000,11.6229,-6.1691,-3.1292,-15.2886,-14.6627,28.8785,11.8017,24.9445
1.148000,5.9903,-9.9242,-5.0068,-19.9378,-11.4441,33.7064,5.0068,26.6433
1.152000,1.0729,-13.7687,-10.0136,-21.7259,-10.8182,30.7560,-3.4869,21.1895
1.156000,0.8941,-16.1827,-12.4276,-21.8153,-7.4208,30.3984,-7.0632,12.6064
1.160000,-2.4140,-16.2721,-10.1030,-18.5072,2.8610,29.4149,-11.6229,4.1127
1.164000,-9.9242,-16.0038,-7.5102,-17.7026,16.8085,29.5043,-12.9640,-1.6987
1.168000,-12.6064,-19.2225,-6.9737,-12.9640,19.8483,23.8717,-24.8551,-8.6725
1.172000,-9.8348,-23.2458,-6.2585,-10.1030,18.5966,13.8581,-31.2924,-13.3216
1.176000,-6.6161,-26.4645,-6.0797,-8.4937,19.0437,4.7386,-32.0077,-19.2225
1.180000,1.8775,-18.0602,-2.5034,-10.3712,17.2555,-1.6987,-26.9115,-19.6695
1.184000,7.9572,-9.1195,3.1292,-12.3382,19.4013,-8.3148,-21.9047,-18.5966
1.188000,10.1030,-5.0068,5.9009,-16.3615,16.2721,-11.1759,-20.0272,-14.7521
1.192000,7.9572,-4.3809,12.0699,-24.2293,10.7288,-17.3450,-17.9708,-12.9640
1.196000,9.1195,-4.2915,13.9475,-19.4907,2.4140,-23.8717,-11.1759,-2.4140
1.200000,9.6560,3.8445,18.2390,-8.4937,-0.5364,-27.6268,0.8047,12.1593
1.204000,0.6258,7.6890,18.3284,-4.8280,1.7881,-30.1301,3.3081,15.2886
1.208000,-6.8843,5.0962,16.8085,-0.0894,0.8047,-36.3886,-0.3576,17.7920
1.212000,-9.9242,2.3246,7.6890,3.9339,-5.0068,-38.1768,-4.0233,19.9378
1.216000,-11.2653,-1.6987,3.4869,8.0466,-11.7123,-33.6170,-5.0962,18.4178
1.220000,-11.2653,-1.0729,4.5598,11.6229,-11.4441,-32.3653,-0.5364,18.9543
1.224000,-10.5500,0.7153,8.4043,11.3547,-12.1593,-24.6763,0.0894,22.4411
1.228000,-10.5500,4.6492,9.6560,3.9339,-15.3780,-16.6297,-2.9504,24.5869
1.232000,-10.3712,7.3314,4.8280,-0.5364,-21.1000,-10.6394,-7.0632,25.2128
1.236000,-8.2254,7.5996,6.2585,-2.8610,-21.8153,0.0894,-7.7784,23.8717
1.240000,-7.5996,8.9407,5.3644,-4.8280,-19.6695,8.6725,-6.2585,23.3352
1.244000,-8.5831,10.7288,14.3051,-6.7055,-11.9805,18.0602,-3.3975,21.9047
1.248000,-15.1992,10.3712,15.7356,-12.7852,-4.7386,21.9047,-12.1593,15.7356
1.252000,-20.7424,1.9670,15.1992,-17.7026,-3.2187,23.1564,-24.8551,10.7288
1.256000,-24.7657,-4.9174,12.2488,-20.1166,0.0894,26.1962,-30.1301,2.8610
1.260000,-23.2458,-10.1030,8.9407,-13.5899,2.7716,24.0505,-30.5772,-4.3809
1.264000,-19.8483,-12.6958,10.2818,-8.2254,9.4771,20.0272,-33.0806,-11.3547
1.268000,-19.7589,-12.4276,13.8581,-8.4043,12.3382,9.9242,-37.0145,-20.2954
1.272000,-19.1331,-11.5335,13.6793,-14.6627,9.5665,0.2682,-38.6238,-28.6996
1.276000,-13.1428,-13.5005,20.0272,-17.7920,6.8843,-8.7619,-36.7463,-33.0806
1.280000,-1.5199,-11.3547,24.6763,-15.6462,6.3479,-9.4771,-27.9844,-27.7162
1.284000,7.1526,-8.9407,31.3818,-13.7687,1.9670,-13.0534,-16.0933,-21.9941
1.288000,9.0301,-7.6890,31.5607,-16.7191,-3.0398,-21.3683,-6.1691,-14.7521
1.292000,4.7386,-4.0233,33.3488,-20.5636,-6.6161,-27.5373,-0.0894,-8.2254
1.296000,0.2682,-1.5199,32.8124,-22.3517,-6.5267,-29.0573,-0.3576,2.1458
1.300000,-0.1788,-0.4470,25.3916,-10.7288,-10.4606,-29.5937,3.3081,21.0106
1.304000,0.8941,-2.2352,20.6530,-1.9670,-11.8017,-31.2924,9.2089,28.5208
1.308000,-3.0398,-6.8843,16.3615,5.0962,-13.7687,-35.7628,10.3712,30.8454
1.312000,-6.7055,-9.2089,12.2488,6.2585,-18.5072,-35.6734,6.7949,33.4382
1.316000,-6.7949,-8.8513,6.0797,5.1856,-22.6200,-33.7958,3.0398,36.2098
1.320000,-0.8047,-9.4771,3.5763,7.4208,-22.4411,-26.6433,3.9339,40.0543
1.324000,3.2187,-2.6822,5.2750,9.7454,-24.6763,-19.0437,5.9903,43.7200
1.328000,3.8445,-1.6093,2.6822,3.6657,-24.1399,-14.6627,7.2420,39.7861
1.332000,2.6822,0.8047,3.2187,-2.1458,-22.6200,-10.7288,4.1127,38.2662
1.336000,-0.3576,0.5364,6.7949,-13.1428,-22.0835,-3.7551,-3.8445,36.8357
1.340000,-0.5364,1.3411,7.2420,-18.0602,-12.9640,2.9504,-6.0797,37.7297
1.344000,-0.0894,0.4470,4.5598,-14.8416,-4.2915,13.1428,-13.5005,35.3158
1.348000,-3.3975,-8.3148,2.2352,-14.5733,0.7153,14.8416,-17.6132,25.7492
1.352000,-10.9076,-11.4441,-1.6093,-14.9310,9.1195,11.7123,-23.4246,14.9310
1.356000,-14.2157,-16.9873,-4.6492,-16.5403,15.8250,11.0865,-27.0009,8.4043
1.360000,-9.9242,-18.5072,-3.8445,-14.9310,25.5704,10.9971,-31.5607,1.7881
1.364000,-5.9009,-18.2390,-2.3246,-6.5267,29.1467,6.2585,-36.1204,-2.5034
1.368000,3.2187,-15.1992,-3.8445,-0.9835,25.6598,-1.3411,-42.0213,-10.1924
1.372000,2.7716,-11.3547,-3.0398,-0.0000,21.7259,-14.4839,-38.6238,-14.4839
1.376000,5.2750,-5.2750,5.6326,-0.8047,19.2225,-24.8551,-35.1369,-16.7191
1.380000,10.7288,4.5598,14.8416,0.8941,14.8416,-25.3022,-30.1301,-7.9572
1.384000,17.8814,11.2653,23.0670,3.9339,17.0767,-25.2128,-20.3848,0.4470
1.388000,16.8085,12.8746,25.9280,5.0962,11.0865,-25.9280,-16.0933,11.7123
1.392000,14.3051,12.4276,23.6034,6.0797,9.0301,-31.2924,-12.3382,11.6229
1.396000,8.4043,16.3615,21.1000,5.9009,5.9009,-33.6170,-8.0466,16.1827
1.400000,-3.3081,18.5072,20.9212,11.8911,4.2915,-27.5373,-1.6093,31.4713
1.404000,-3.3081,13.2322,13.3216,18.5072,-1.3411,-25.3022,3.3975,37.1933
1.408000,-1.2517,8.4043,7.8678,24.9445,-5.9009,-22.9776,4.5598,40.6802
1.412000,-4.0233,5.4538,1.2517,25.5704,-12.4276,-19.8483,4.4703,37.1039
1.416000,-5.3644,5.2750,-5.1856,24.1399,-13.7687,-16.9873,9.3877,32.8124
1.420000,-2.2352,8.9407,-2.0564,21.5471,-13.3216,-5.2750,10.5500,35.1369
1.424000,3.3975,9.5665,0.3576,15.0204,-15.2886,5.3644,8.7619,42.0213
1.428000,9.1195,9.7454,0.2682,11.0865,-17.9708,12.6064,3.6657,41.9319
1.432000,6.2585,2.3246,-4.2021,4.2021,-21.9047,16.5403,-2.6822,34.6899
1.436000,0.9835,-3.9339,-5.5432,-2.5928,-18.2390,24.6763,-1.0729,31.3818
1.440000,-5.9903,-5.6326,-1.3411,-6.1691,-9.2983,31.9183,-3.1292,27.6268
1.444000,-8.0466,-5.4538,1.8775,-5.9903,0.2682,39.4285,-4.5598,23.0670
1.448000,-6.7949,-11.8911,0.6258,-5.0068,4.2915,39.2497,-11.8911,11.4441
1.452000,-7.8678,-22.0835,-6.5267,-5.2750,3.7551,32.5441,-21.0106,3.0398
1.456000,-5.2750,-26.2856,-8.5831,-2.5928,6.1691,26.6433,-22.1729,-7.5102
1.460000,-2.5034,-25.5704,-5.5432,-2.7716,10.1030,20.1166,-23.6034,-10.7288
1.464000,3.3975,-25.0340,-2.5034,0.0894,15.8250,15.1098,-21.2789,-12.3382
1.468000,12.8746,-21.3683,-3.3975,0.1788,15.2886,7.4208,-20.2954,-11.3547
1.472000,17.1661,-19.0437,-3.1292,1.4305,9.9242,-1.7881,-17.6132,-10.7288
1.476000,24.6763,-15.4674,2.7716,-0.7153,6.1691,-10.7288,-14.5733,-8.0466
1.480000,23.6928,-8.4043,10.3712,0.3576,5.8115,-14.6627,-3.0398,1.8775
1.484000,21.3683,-0.6258,17.3450,-0.6258,8.8513,-14.7521,8.7619,10.2818
1.488000,16.4509,1.5199,17.5238,-2.1458,8.7619,-18.5072,10.9971,17.3450
1.492000,11.0865,-3.0398,12.5170,0.7153,7.7784,-19.3119,8.5831,25.1234
1.496000,6.7055,-4.7386,7.6890,6.1691,4.5598,-19.7589,9.7454,29.4149
1.500000,3.5763,-3.3081,-5.0068,19.2225,4.3809,-20.0272,12.6958,38.5344
1.504000,0.0894,0.1788,-2.6822,19.2225,4.2021,-14.3945,17.7026,46.2234
1.508000,0.8047,3.5763,-4.2915,21.0106,0.8047,-12.6958,13.5899,51.4090
1.512000,0.8941,4.0233,-10.2818,22.4411,-7.1526,-9.3877,8.1360,49.8891
1.516000,0.4470,5.1856,-15.4674,23.3352,-11.3547,-5.8115,5.7220,46.1340
1.520000,0.0894,12.2488,-17.3450,17.8814,-9.5665,4.0233,9.4771,44.7929
1.524000,1.6093,18.3284,-13.9475,12.4276,-3.0398,12.8746,13.2322,43.7200
1.528000,-4.8280,18.8649,-15.0204,7.1526,2.4140,22.2623,10.6394,40.9484
1.532000,-8.8513,13.4110,-12.8746,-2.5928,9.3877,28.6996,3.8445,33.6170
1.536000,-14.3945,9.0301,-19.4013,-2.1458,11.4441,31.4713,-2.1458,30.0407
1.540000,-15.4674,8.4043,-20.0272,-2.2352,19.7589,33.0806,-9.7454,21.0106
1.544000,-18.1496,5.9903,-15.6462,0.0000,26.1962,35.5840,-11.8911,12.8746
1.548000,-22.7988,2.6822,-15.0204,1.7881,28.0738,36.1204,-19.6695,4.1127
1.552000,-24.8551,-5.9903,-13.7687,-1.2517,30.1301,35.0475,-26.2856,-8.8513
1.556000,-17.5238,-10.4606,-13.7687,2.3246,30.2196,32.0077,-30.9348,-13.8581
1.560000,-8.5831,-5.5432,-13.5899,6.2585,27.8950,27.0009,-27.2691,-21.9941
1.564000,-1.1623,-0.5364,-4.3809,8.3148,23.0670,16.6297,-22.0835,-23.9611
1.568000,-0.0894,2.7716,-1.0729,4.9174,19.4907,14.3051,-16.7191,-26.7327
1.572000,-3.6657,3.3081,-0.4470,-0.7153,15.3780,8.4043,-15.0204,-24.3187
1.576000,-4.1127,5.0962,5.3644,-5.5432,13.0534,8.4043,-11.1759,-22.5306
1.580000,-0.6258,8.6725,10.4606,-3.9339,12.7852,8.9407,-3.7551,-13.4110
1.584000,0.1788,12.7852,13.2322,-3.2187,9.6560,7.8678,5.3644,-5.9903
1.588000,-3.1292,11.4441,14.3051,-0.5364,8.6725,5.5432,12.5170,-3.8445
1.592000,-6.9737,6.9737,9.6560,-3.2187,2.6822,3.2187,13.3216,1.2517
1.596000,-6.8843,4.2021,4.6492,-1.0729,-2.5034,5.0962,10.4606,6.9737
1.600000,-0.8047,1.1623,-5.7220,13.5005,-9.0301,6.8843,7.5102,13.6793
1.604000,4.2021,5.3644,-9.7454,19.9378,-14.9310,10.8182,6.7949,13.1428
1.608000,2.9504,7.0632,-15.3780,19.9378,-20.8318,13.4110,5.7220,11.8911
1.612000,0.3576,8.7619,-21.4577,8.7619,-21.5471,13.5899,2.9504,10.7288
1.616000,1.8775,9.7454,-20.2060,5.7220,-21.7259,18.5072,3.4869,12.7852
1.620000,4.1127,6.9737,-20.2954,3.8445,-20.4742,27.9844,9.0301,12.6958
1.624000,4.3809,10.1030,-16.0038,-3.9339,-17.4344,37.3721,9.9242,6.9737
1.628000,-0.6258,6.4373,-13.8581,-9.4771,-13.6793,39.0708,9.6560,0.9835
1.632000,-10.3712,0.8047,-14.4839,-20.2060,-6.2585,43.7200,2.8610,-7.6890
1.636000,-14.0369,-1.8775,-11.9805,-21.5471,3.5763,46.6704,-4.2021,-13.6793
1.640000,-11.8911,-9.0301,-7.1526,-20.2060,12.7852,49.6209,-10.1030,-18.2390
1.644000,-7.3314,-12.6064,-6.4373,-12.6958,15.9144,46.9387,-18.5072,-25.6598
1.648000,-3.3975,-17.4344,-6.0797,-11.9805,19.3119,35.4946,-21.6365,-39.0708
1.652000,-3.6657,-20.6530,-7.3314,-14.0369,17.8814,25.3022,-27.8056,-48.5480
1.656000,-0.1788,-21.1000,-4.2021,-17.2555,21.9941,18.6861,-32.3653,-52.1243
1.660000,5.7220,-15.6462,2.8610,-11.4441,25.5704,10.8182,-31.3818,-49.7997
1.664000,13.9475,-11.6229,4.2021,-8.1360,29.7725,5.0068,-26.1068,-46.2234
1.668000,15.4674,-7.7784,5.7220,-6.2585,24.2293,-7.1526,-21.3683,-42.5577
1.672000,10.3712,-4.7386,8.9407,-9.6560,17.3450,-12.6958,-12.0699,-38.2662
1.676000,2.2352,1.2517,16.4509,-15.1992,13.4110,-18.8649,-7.2420,-30.9348
1.680000,-2.0564,3.5763,19.4907,-13.9475,18.5072,-21.1000,-1.8775,-18.8649
1.684000,-4.6492,5.0068,19.9378,-7.1526,18.8649,-21.1000,2.1458,-8.4043
1.688000,-3.9339,3.5763,15.4674,1.8775,15.6462,-22.2623,4.4703,-5.1856
1.692000,-7.9572,-0.0894,11.8911,3.3081,6.0797,-28.6996,6.5267,-2.8610
1.696000,-12.3382,-0.2682,11.0865,5.0962,0.2682,-31.6501,11.4441,-2.2352
1.700000,-8.8513,6.8843,8.4043,12.2488,-5.0962,-21.7259,11.6229,6.4373
1.704000,-6.5267,10.9971,3.0398,20.3848,-7.3314,-14.5733,8.4937,6.9737
1.708000,-6.5267,10.7288,-0.8941,18.7755,-13.8581,-11.7123,9.3877,5.6326
1.712000,-6.7949,11.4441,-5.1856,12.3382,-17.5238,-10.9076,8.7619,-0.0000
1.716000,-11.3547,13.5005,-4.2021,1.8775,-17.5238,-1.8775,6.1691,-1.6987
1.720000,-15.1992,13.8581,2.1458,-3.6657,-10.7288,11.9805,6.7949,2.7716
1.724000,-21.2789,14.3051,5.7220,-9.8348,-4.3809,21.8153,5.9903,0.0894
1.728000,-21.9047,7.6890,5.0962,-13.1428,1.2517,27.0903,4.6492,-9.6560
1.732000,-27.6268,0.1788,0.9835,-16.8979,1.5199,22.9776,-3.7551,-22.8882
1.736000,-36.5675,-5.7220,1.6093,-18.0602,1.8775,19.4013,-8.0466,-33.1700
1.740000,-35.1369,-7.1526,5.3644,-17.2555,9.8348,19.8483,-4.6492,-36.8357
1.744000,-30.3090,-9.7454,7.5102,-15.2886,14.9310,19.3119,-4.7386,-40.5908
1.748000,-22.6200,-12.8746,6.4373,-10.7288,14.9310,12.3382,-10.9076,-48.1904
1.752000,-20.5636,-14.5733,1.0729,-4.8280,9.2089,1.6987,-14.8416,-59.0980
1.756000,-11.5335,-13.0534,4.0233,-2.2352,5.9903,-13.0534,-15.9144,-62.0484
1.760000,-8.5831,-6.6161,13.5005,-0.8941,4.2915,-20.2060,-7.3314,-54.3594
1.764000,-5.5432,-3.7551,24.2293,0.3576,8.6725,-20.8318,-1.0729,-44.0776
1.768000,-6.1691,-0.6258,25.4810,-4.4703,7.3314,-24.1399,5.3644,-34.0641
1.772000,-7.8678,-1.8775,25.1234,-3.8445,0.9835,-29.5937,5.6326,-27.7162
1.776000,-6.9737,-1.6987,28.2526,-5.3644,-1.6093,-34.0641,8.6725,-21.1895
1.780000,-7.7784,0.1788,27.1797,-2.6822,-2.5928,-31.8289,18.8649,-9.8348
1.784000,-8.3148,-1.7881,25.7492,2.8610,-3.4869,-27.9844,26.5539,2.3246
1.788000,-12.0699,-6.6161,18.8649,2.4140,-4.4703,-27.8950,27.3585,7.0632
1.792000,-13.0534,-8.4043,8.3148,5.2750,-10.9971,-25.8386,25.2128,12.6958
1.796000,-4.9174,-9.1195,-0.2682,6.0797,-17.1661,-28.0738,22.0835,13.4110
1.800000,3.0398,-0.0894,-6.7055,3.4869,-27.7162,-22.7988,23.7823,20.2954
1.804000,3.3081,1.5199,-9.4771,-1.1623,-24.8551,-16.2721,22.1729,24.4975
1.808000,2.9504,1.6987,-7.7784,-7.8678,-22.3517,-11.0865,19.2225,20.5636
1.812000,-0.4470,0.7153,-15.2886,-10.1030,-19.8483,-6.6161,12.3382,16.1827
1.816000,-1.1623,-1.7881,-16.8085,-16.1827,-17.2555,-1.1623,10.1030,10.8182
1.820000,-3.3975,-0.3576,-15.1992,-15.9144,-6.3479,4.6492,7.3314,10.7288
1.824000,-4.7386,-0.8941,-9.9242,-18.7755,4.4703,10.9971,8.0466,9.1195
1.828000,-11.5335,-5.5432,-10.8182,-19.4013,13.2322,14.3051,1.9670,-0.6258
1.832000,-15.9144,-13.6793,-17.0767,-16.7191,20.7424,12.2488,-5.4538,-7.6890
1.836000,-14.1263,-23.2458,-16.1827,-15.6462,21.9047,11.5335,-13.7687,-21.0106
1.840000,-9.6560,-21.8153,-19.8483,-5.7220,23.6928,6.6161,-15.8250,-27.2691
1.844000,-2.3246,-17.6132,-18.5072,-0.5364,25.5704,1.6987,-17.7920,-29.3255
1.848000,0.9835,-18.4178,-14.6627,-0.8047,27.9844,-2.5034,-19.7589,-34.2429
1.852000,3.0398,-20.5636,-14.0369,-0.3576,27.0009,-11.7123,-26.3751,-36.9251
1.856000,10.5500,-17.9708,-9.9242,0.6258,27.5373,-16.2721,-26.4645,-41.0378
1.860000,17.8814,-11.6229,-4.2915,5.3644,24.7657,-19.1331,-20.6530,-38.3556
1.864000,19.4907,-4.9174,3.7551,6.8843,24.2293,-20.1166,-15.6462,-29.6831
1.868000,13.4110,-1.3411,11.3547,4.6492,24.9445,-20.9212,-4.4703,-22.3517
1.872000,6.7055,-5.6326,12.8746,2.5034,24.7657,-23.0670,2.1458,-14.3051
1.876000,2.4140,-8.2254,14.2157,6.4373,24.8551,-23.0670,5.6326,-7.5996
1.880000,4.1127,-7.3314,14.9310,12.1593,22.7988,-21.8153,9.0301,0.0000
1.884000,4.5598,-4.2021,12.9640,20.2060,18.5966,-19.6695,14.2157,4.5598
1.888000,4.2915,-1.3411,9.2089,21.5471,8.8513,-19.5801,17.9708,8.3148
1.892000,3.0398,-4.4703,4.1127,17.4344,-0.5364,-21.8153,17.3450,8.9407
1.896000,3.8445,-3.2187,-1.4305,20.2060,-7.5102,-15.8250,12.9640,8.0466
1.900000,11.2653,-2.4140,-7.7784,22.6200,-8.8513,-1.6987,11.6229,3.8445
1.904000,13.2322,0.6258,-13.4110,20.4742,-9.8348,5.8115,14.8416,6.8843
1.908000,10.1924,4.0233,-15.1098,12.8746,-9.8348,12.2488,17.6132,7.3314
1.912000,3.8445,-0.5364,-13.8581,4.3809,-5.0068,18.2390,16.7191,4.5598
1.916000,-0.0894,-6.7949,-10.7288,-1.7881,0.0894,23.8717,11.7123,1.2517
1.920000,-1.2517,-9.2983,-8.3148,-1.9670,6.7055,36.7463,13.3216,-2.2352
1.924000,0.7153,-16.2721,-9.5665,0.9835,14.6627,39.0708,9.7454,-9.7454
1.928000,-0.3576,-20.0272,-8.9407,-1.6987,18.0602,38.1768,7.6890,-17.6132
1.932000,-4.2021,-24.6763,-10.2818,-2.9504,19.9378,31.1136,0.8941,-26.8221
1.936000,-1.1623,-27.1797,-7.9572,-3.0398,21.1895,28.0738,-2.4140,-30.9348
1.940000,5.2750,-26.6433,-6.4373,3.1292,19.0437,23.6034,-5.6326,-33.0806
1.944000,15.4674,-23.4246,-6.5267,6.6161,19.6695,20.3848,-8.4937,-32.6335
1.948000,24.4975,-23.1564,-9.3877,5.3644,14.6627,7.6890,-10.7288,-33.9746
1.952000,26.1962,-19.0437,-8.2254,-1.0729,13.1428,-2.8610,-11.1759,-30.6666
1.956000,24.4081,-17.9708,-3.3081,-5.4538,16.0038,-10.2818,-7.9572,-22.2623
1.960000,23.8717,-14.3051,4.8280,-5.0962,21.3683,-14.0369,-4.0233,-15.6462
1.964000,29.0573,-15.1098,9.2089,-5.4538,24.4081,-17.1661,0.9835,-11.0865
1.968000,23.6928,-13.9475,5.2750,-0.8941,25.9280,-20.5636,3.5763,-4.0233
1.972000,17.7026,-18.6861,1.7881,-1.6987,23.5140,-28.8785,7.5102,3.5763
1.976000,14.0369,-16.7191,3.1292,0.4470,21.1000,-24.7657,12.9640,12.4276
1.980000,12.0699,-10.3712,2.6822,7.5996,22.4411,-22.2623,12.7852,19.6695
1.984000,18.2390,-7.4208,-2.7716,15.0204,18.2390,-19.1331,12.2488,26.8221
1.988000,20.7424,-3.1292,-14.7521,21.4577,6.9737,-22.1729,9.4771,22.9776
1.992000,20.2954,-3.3081,-21.0106,25.6598,-4.4703,-21.8153,5.2750,22.4411
1.996000,17.7026,3.5763,-23.1564,24.6763,-11.6229,-25.3022,5.0962,23.7823
2.000000,18.0602,12.9640,-22.6200,24.8551,-6.0797,-12.1593,0.8047,22.7094
2.004000,20.3848,14.6627,-22.3517,20.7424,-3.2187,1.4305,0.1788,21.6365
2.008000,12.8746,12.0699,-23.2458,16.0038,-1.4305,7.9572,-3.3975,17.4344
2.012000,5.3644,10.9971,-23.3352,5.6326,4.9174,14.6627,-6.7949,11.2653
2.016000,-3.3975,10.4606,-19.8483,1.6987,12.3382,18.5072,-7.5102,3.4869
2.020000,-8.6725,9.9242,-15.8250,-0.1788,19.4013,26.1068,-11.2653,-1.6987
2.024000,-7.1526,6.0797,-10.9076,3.7551,27.0009,30.1301,-13.5899,-10.9971
2.028000,-7.0632,0.8047,-11.4441,10.0136,24.9445,32.3653,-22.7988,-25.4810
2.032000,-2.5928,0.7153,-13.2322,11.7123,22.3517,21.4577,-25.7492,-36.6569
2.036000,-4.2915,3.4869,-10.5500,15.1992,23.8717,13.5005,-26.5539,-41.9319
2.040000,0.8941,11.8911,-5.0962,12.6064,25.1234,5.0962,-27.6268,-39.6073
2.044000,8.4937,13.1428,0.3576,17.3450,26.4645,4.4703,-28.6102,-37.6403
2.048000,13.1428,10.0136,3.3975,19.3119,24.6763,-5.3644,-27.9844,-36.1204
2.052000,16.8979,8.4937,4.2021,15.3780,20.5636,-12.6064,-22.6200,-33.8852
2.056000,16.9873,7.1526,5.0962,12.6064,16.3615,-15.0204,-18.3284,-29.6831
2.060000,16.9873,8.4937,10.4606,6.6161,15.8250,-14.8416,-6.0797,-21.9941
2.064000,14.3945,8.3148,15.5568,7.4208,16.9873,-11.9805,3.5763,-10.1924
2.068000,11.3547,6.1691,14.6627,6.0797,12.3382,-10.3712,6.2585,-4.0233
2.072000,8.1360,3.7551,6.9737,9.9242,6.6161,-6.5267,7.1526,-1.1623
2.076000,6.8843,2.0564,2.0564,15.1098,2.2352,-7.9572,9.2089,1.9670
2.080000,11.0865,7.2420,0.3576,21.9047,-1.6093,-5.3644,17.7026,8.8513
2.084000,11.7123,11.1759,-1.8775,26.1962,-2.8610,-5.7220,17.8814,12.4276
2.088000,10.6394,7.7784,-9.2089,29.5937,-10.0136,-0.8047,13.5005,12.3382
2.092000,15.8250,8.4937,-18.9543,30.8454,-15.8250,-1.4305,6.4373,6.6161
2.096000,21.5471,12.2488,-27.4479,27.6268,-21.7259,-0.3576,5.5432,4.9174
2.100000,19.8483,12.2488,-25.5704,18.3284,-17.2555,8.7619,2.8610,8.0466
2.104000,15.5568,14.6627,-18.6861,13.8581,-9.2089,14.8416,3.1292,8.7619
2.108000,10.8182,7.8678,-16.0933,5.9009,-3.0398,23.6928,1.9670,1.3411
2.112000,5.8115,-0.5364,-18.1496,0.1788,0.9835,26.0174,-1.5199,-4.2021
2.116000,0.1788,-3.0398,-22.4411,-3.4869,3.0398,28.4314,-3.7551,-10.5500
2.120000,-4.0233,-2.5928,-18.8649,-3.3975,7.6890,28.9679,-0.1788,-12.3382
2.124000,-0.6258,-2.0564,-15.3780,-3.2187,14.7521,25.4810,-3.3975,-13.4110
2.128000,-1.8775,-1.8775,-14.8416,-2.9504,20.0272,20.3848,-7.1526,-16.6297
2.132000,3.0398,-5.1856,-18.2390,-3.8445,18.7755,10.1924,-10.6394,-26.9115
2.136000,8.9407,-6.4373,-19.6695,-0.8941,13.1428,3.2187,-13.5899,-28.6996
2.140000,17.5238,-0.7153,-14.2157,2.6822,15.0204,-4.6492,-11.8911,-29.8619
2.144000,20.7424,7.2420,-7.5996,2.8610,18.7755,-8.7619,-11.3547,-23.1564
2.148000,20.2060,14.6627,-0.5364,-1.1623,18.6861,-12.6958,-15.7356,-15.4674
2.152000,18.5072,13.5005,5.0068,-5.9903,15.9144,-20.8318,-15.6462,-10.4606
2.156000,16.7191,9.7454,7.5996,-4.6492,15.8250,-20.1166,-13.4110,-4.2021
2.160000,15.2886,12.1593,9.1195,-1.1623,12.6958,-21.1895,-2.5034,2.9504
2.164000,10.9076,16.7191,12.4276,3.7551,10.5500,-21.0106,3.9339,12.9640
2.168000,3.5763,18.7755,10.0136,5.4538,5.9009,-24.4975,6.7055,17.1661
2.172000,-2.3246,17.6132,5.0962,8.7619,3.0398,-26.0174,4.3809,16.1827
2.176000,-2.7716,16.3615,1.2517,14.9310,-1.1623,-26.4645,3.0398,15.5568
2.180000,-2.9504,17.6132,-1.0729,23.8717,-6.7949,-24.6763,4.2021,14.8416
2.184000,-2.0564,19.4013,-0.6258,29.0573,-12.5170,-21.8153,5.1856,16.8085
2.188000,-2.7716,22.0835,-5.0068,27.5373,-15.1098,-17.2555,3.9339,19.3119
2.192000,-7.4208,20.8318,-11.4441,23.4246,-18.6861,-17.2555,-0.9835,15.9144
2.196000,-8.1360,21.6365,-9.2983,18.1496,-19.7589,-8.4043,-8.3148,13.5005
2.200000,-4.6492,17.6132,-5.0068,11.9805,-12.2488,11.0865,-9.7454,7.3314
2.204000,-11.2653,17.9708,-2.5034,7.1526,-5.7220,17.7026,-8.3148,6.6161
2.208000,-20.2954,12.7852,-0.6258,0.4470,-1.2517,22.8882,-5.9903,2.5034
2.212000,-26.5539,5.5432,-0.6258,-9.2089,2.5928,27.3585,-6.7055,-7.0632
2.216000,-27.9844,-0.2682,0.6258,-10.5500,2.3246,27.8950,-11.5335,-17.5238
2.220000,-23.6034,-4.9174,1.9670,-7.1526,2.6822,28.8785,-12.2488,-24.7657
2.224000,-16.1827,-8.0466,1.6093,-4.8280,3.4869,22.6200,-16.7191,-28.5208
2.228000,-15.6462,-8.4937,1.5199,-2.9504,1.5199,13.9475,-14.3945,-34.6899
2.232000,-15.1098,-7.9572,0.4470,-5.2750,-2.8610,5.2750,-21.9047,-38.3556
2.236000,-7.6890,-6.4373,3.6657,-1.8775,-3.3081,-3.3975,-24.3187,-36.3886
2.240000,0.4470,-7.2420,8.3148,-2.2352,-2.9504,-10.3712,-19.3119,-33.5276
2.244000,8.8513,-4.7386,13.8581,-1.0729,-4.3809,-16.5403,-14.8416,-26.1068
2.248000,10.5500,-4.6492,12.5170,-2.9504,-8.8513,-24.4081,-9.4771,-17.4344
2.252000,5.9903,-5.0068,10.4606,-9.2983,-8.7619,-30.1301,-3.3081,-9.2089
2.256000,1.1623,-4.2915,12.7852,-7.5996,-7.0632,-31.9183,1.8775,0.8047
2.260000,2.3246,-1.5199,17.0767,-4.2915,-7.9572,-28.1632,9.2089,12.4276
2.264000,-1.0729,-0.1788,11.3547,1.6093,-9.0301,-25.3022,11.9805,20.5636
2.268000,-5.8115,-2.5034,3.1292,6.7055,-15.3780,-27.6268,14.8416,22.9776
2.272000,-11.4441,-1.9670,-7.0632,5.7220,-21.2789,-30.8454,18.2390,24.5869
2.276000,-10.5500,-0.0894,-10.0136,10.1924,-22.3517,-34.9581,14.3051,23.4246
